,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,Parent id,Review created,Communicate created,age_till_communicate,age_till_communicate_hours
512,CI-7407,414378,Review,mueller,2022-09-14 16:38:00,28/Feb/23 12:00 AM,,ARD.ZDF,Project,414378,2022-09-14 16:38:00,,,
513,CI-7406,414264,Closed,tsteinhaeuser,2022-09-14 10:22:00,30/Sep/22 12:00 AM,04/Nov/22 1:59 PM,Expense Development,Incident Request (IR),414264,2022-09-14 10:22:00,2022-11-04 09:47:00,50 days 23:25:00.000000000,1223.42
514,CI-7405,414222,Closed,yutaka,2022-09-14 08:53:00,21/Sep/22 12:00 AM,26/Sep/22 1:15 AM,Enercon,Service Request (SR),414222,2022-09-14 08:53:00,2022-09-22 11:34:00,8 days 02:41:00.000000000,194.68
515,CI-7404,414194,Closed,yutaka,2022-09-14 06:53:00,21/Sep/22 12:00 AM,12/Oct/22 12:57 PM,Amadeus,Service Request (SR),414194,2022-09-14 06:53:00,2022-09-27 08:13:00,13 days 01:20:00.000000000,313.33
516,CI-7403,414192,Closed,yutaka,2022-09-14 05:16:00,19/Sep/22 12:00 AM,22/Sep/22 4:06 AM,Enercon,Service Request (SR),414192,2022-09-14 05:16:00,2022-09-20 12:12:00,6 days 06:56:00.000000000,150.93
517,CI-7402,414188,Closed,skarja,2022-09-14 02:38:00,21/Sep/22 12:00 AM,11/Oct/22 8:48 AM,TeamBank AG,Service Request (SR),414188,2022-09-14 02:38:00,2022-10-11 08:48:00,27 days 06:10:00.000000000,654.17
518,CI-7401,414171,Review,tsteinhaeuser,2022-09-13 16:54:00,22/Sep/22 12:00 AM,,Expense Development,Service Request (SR),414171,2022-09-13 16:54:00,,,
519,CI-7400,414132,Closed,wiedenroth,2022-09-13 15:27:00,30/Sep/22 12:00 AM,02/Nov/22 12:02 PM,Expense Development,Service Request (SR),414132,2022-09-13 15:27:00,,,
520,CI-7399,413991,Closed,mkuchciak,2022-09-13 10:58:00,13/Sep/22 12:00 AM,13/Sep/22 11:34 AM,Wacker,Project,413991,2022-09-13 10:58:00,2022-09-13 11:34:00,0 days 00:36:00.000000000,0.6
521,CI-7398,413930,Closed,yutaka,2022-09-13 08:44:00,19/Sep/22 12:00 AM,27/Sep/22 12:25 PM,Enercon,Service Request (SR),413930,2022-09-13 08:44:00,2022-09-19 15:35:00,6 days 06:51:00.000000000,150.85
522,CI-7397,413899,Closed,yutaka,2022-09-13 06:08:00,16/Sep/22 12:00 AM,03/Oct/22 1:57 AM,Universal Investment,Incident Request (IR),413899,2022-09-13 06:08:00,2022-09-14 16:30:00,1 days 10:22:00.000000000,34.37
523,CI-7396,413889,Closed,yutaka,2022-09-13 01:54:00,15/Sep/22 12:00 AM,20/Sep/22 9:58 AM,Endress Hauser,Incident Request (IR),413889,2022-09-13 01:54:00,2022-09-20 09:42:00,7 days 07:48:00.000000000,175.8
524,CI-7395,413842,Closed,ssanz,2022-09-12 16:16:00,19/Sep/22 12:00 AM,03/Oct/22 1:20 PM,Egis,Incident Request (IR),413842,2022-09-12 16:16:00,2022-09-27 08:13:00,14 days 15:57:00.000000000,351.95
525,CI-7394,413784,Closed,ssanz,2022-09-12 13:43:00,16/Sep/22 12:00 AM,13/Sep/22 12:23 PM,TUI AG,Service Request (SR),413784,2022-09-12 13:43:00,2022-09-13 11:26:00,0 days 21:43:00.000000000,21.72
526,CI-7393,413617,Communicate,skarja,2022-09-11 23:39:00,19/Sep/22 12:00 AM,,Eberspacher,Service Request (SR),413617,2022-09-11 23:39:00,2022-11-07 11:00:00,56 days 11:21:00.000000000,1355.35
527,CI-7392,413615,Communicate,skarja,2022-09-11 23:10:00,19/Sep/22 12:00 AM,,Rheinmetall,Service Request (SR),413615,2022-09-11 23:10:00,2022-09-27 08:46:00,15 days 09:36:00.000000000,369.6
528,CI-7391,413392,Closed,yutaka,2022-09-09 13:30:00,16/Sep/22 12:00 AM,20/Sep/22 8:57 AM,VW,Service Request (SR),413392,2022-09-09 13:30:00,2022-09-12 06:49:00,2 days 17:19:00.000000000,65.32
529,CI-7390,413326,Closed,yutaka,2022-09-09 11:06:00,16/Sep/22 12:00 AM,27/Sep/22 11:14 AM,Rhenus,Service Request (SR),413326,2022-09-09 11:06:00,2022-09-26 10:10:00,16 days 23:04:00.000000000,407.07
530,CI-7389,413320,Closed,yutaka,2022-09-09 10:51:00,13/Sep/22 12:00 AM,13/Sep/22 1:49 AM,Endress Hauser,Service Request (SR),413320,2022-09-09 10:51:00,2022-09-12 13:13:00,3 days 02:22:00.000000000,74.37
531,CI-7388,413132,Closed,nsanchez,2022-09-08 14:37:00,17/Oct/22 12:00 AM,12/Dec/22 9:41 AM,msg systems,Service Request (SR),413132,2022-09-08 14:37:00,2022-11-15 10:20:00,67 days 19:43:00.000000000,1627.72
532,CI-7387,413125,Closed,nsanchez,2022-09-08 14:31:00,10/Oct/22 12:00 AM,26/Oct/22 8:41 AM,msg systems,Service Request (SR),413125,2022-09-08 14:31:00,2022-10-26 07:59:00,47 days 17:28:00.000000000,1145.47
533,CI-7386,413015,Closed,mkuchciak,2022-09-08 10:18:00,13/Sep/22 12:00 AM,08/Sep/22 1:29 PM,Wacker,Project,413015,2022-09-08 10:18:00,2022-09-08 12:12:00,0 days 01:54:00.000000000,1.9
534,CI-7385,412758,Closed,fkazmierczak,2022-09-07 11:46:00,09/Sep/22 12:00 AM,12/Sep/22 9:25 AM,TUI AG,Service Request (SR),412758,2022-09-07 11:46:00,2022-09-12 09:25:00,4 days 21:39:00.000000000,117.65
535,CI-7384,412721,Closed,yutaka,2022-09-07 09:35:00,14/Sep/22 12:00 AM,09/Sep/22 11:06 AM,Rhenus,Service Request (SR),412721,2022-09-07 09:36:00,,,
536,CI-7383,412693,Closed,yutaka,2022-09-07 08:28:00,09/Sep/22 12:00 AM,15/Sep/22 10:22 AM,VW,Service Request (SR),412693,2022-09-07 08:28:00,2022-09-07 08:38:00,0 days 00:10:00.000000000,0.17
537,CI-7382,412678,Closed,yutaka,2022-09-07 07:34:00,12/Sep/22 12:00 AM,07/Sep/22 1:04 PM,dm-drogerie markt,Service Request (SR),412678,2022-09-07 07:34:00,2022-09-07 07:40:00,0 days 00:06:00.000000000,0.1
538,CI-7381,412604,Closed,nsanchez,2022-09-06 14:38:00,19/Sep/22 12:00 AM,19/Sep/22 5:00 PM,Numiga,Service Request (SR),412604,2022-09-06 14:38:00,2022-09-13 12:32:00,6 days 21:54:00.000000000,165.9
539,CI-7380,412555,Closed,nsanchez,2022-09-06 09:50:00,13/Sep/22 12:00 AM,13/Oct/22 10:22 AM,Fiege,Incident Request (IR),412555,2022-09-06 09:50:00,2022-10-13 10:22:00,37 days 00:32:00.000000000,888.53
540,CI-7379,411989,Closed,nsanchez,2022-09-02 09:29:00,28/Sep/22 12:00 AM,29/Sep/22 4:01 PM,Porsche,Service Request (SR),411989,2022-09-02 09:29:00,2022-09-29 15:54:00,27 days 06:25:00.000000000,654.42
541,CI-7378,411967,Closed,yutaka,2022-09-02 09:10:00,12/Sep/22 12:00 AM,07/Sep/22 7:33 AM,dm-drogerie markt,Service Request (SR),411967,2022-09-02 09:10:00,2022-09-02 09:25:00,0 days 00:15:00.000000000,0.25
542,CI-7377,411922,Closed,yutaka,2022-09-02 04:24:00,09/Sep/22 12:00 AM,11/Oct/22 3:24 AM,Ineos,Service Request (SR),411922,2022-09-02 04:24:00,2022-09-20 09:17:00,18 days 04:53:00.000000000,436.88
543,CI-7376,411808,Closed,nsanchez,2022-09-01 14:22:00,02/Sep/22 12:00 AM,13/Sep/22 12:23 PM,TUI AG,Service Request (SR),411808,2022-09-01 14:22:00,2022-09-13 11:27:00,11 days 21:05:00.000000000,285.08
544,CI-7375,411778,Verify,ebert,2022-09-01 12:49:00,15/Sep/22 12:00 AM,,OBB,Incident Request (IR),411778,2022-09-01 12:49:00,,,
545,CI-7374,411771,Closed,klippert,2022-09-01 12:39:00,15/Sep/22 12:00 AM,02/Sep/22 11:52 AM,Rheinmetall,Service Request (SR),411771,2022-09-01 12:39:00,2022-09-01 16:00:00,0 days 03:21:00.000000000,3.35
546,CI-7373,411758,Verify,ebert,2022-09-01 12:11:00,15/Sep/22 12:00 AM,,OBB,Incident Request (IR),411758,2022-09-01 12:11:00,,,
547,CI-7372,411710,Closed,yutaka,2022-09-01 11:36:00,06/Sep/22 12:00 AM,12/Sep/22 5:38 AM,Porsche,Service Request (SR),411710,2022-09-01 11:37:00,2022-09-08 09:17:00,6 days 21:41:00.000000000,165.68
548,CI-7371,411585,Closed,yutaka,2022-09-01 04:22:00,09/Sep/22 12:00 AM,05/Oct/22 2:35 AM,Ineos,Service Request (SR),411585,2022-09-01 04:22:00,2022-09-08 12:12:00,7 days 07:50:00.000000000,175.83
549,CI-7370,411449,Closed,hilbich,2022-08-31 12:21:00,14/Sep/22 12:00 AM,04/Nov/22 3:48 PM,Expense Development,Service Request (SR),411449,2022-08-31 12:21:00,2022-11-04 15:02:00,65 days 02:41:00.000000000,1562.68
550,CI-7369,411430,Closed,ccasper,2022-08-31 11:28:00,02/Sep/22 12:00 AM,20/Sep/22 8:24 AM,Porsche,Project,411430,2022-08-31 11:29:00,2022-09-05 09:02:00,4 days 21:34:00.000000000,117.57
551,CI-7368,411423,Closed,yutaka,2022-08-31 10:59:00,06/Sep/22 12:00 AM,12/Sep/22 8:43 AM,Amadeus,Service Request (SR),411423,2022-08-31 10:59:00,2022-09-09 13:32:00,9 days 02:33:00.000000000,218.55
552,CI-7367,411345,Closed,nsanchez,2022-08-31 08:23:00,01/Sep/22 12:00 AM,31/Aug/22 10:21 AM,Daimler (MFTBC),Service Request (SR),411345,2022-08-31 08:23:00,2022-08-31 10:03:00,0 days 01:40:00.000000000,1.67
553,CI-7366,411332,Closed,skarja,2022-08-30 23:01:00,07/Sep/22 12:00 AM,03/Nov/22 7:18 AM,TeamBank AG,Service Request (SR),411332,2022-08-30 23:01:00,,,
554,CI-7365,411330,Communicate,skarja,2022-08-30 21:48:00,14/Sep/22 12:00 AM,,Rheinmetall,Service Request (SR),411330,2022-08-30 21:48:00,2022-12-09 12:36:00,100 days 14:48:00.000000000,2414.8
555,CI-7364,411179,Closed,nsanchez,2022-08-30 13:12:00,08/Sep/22 12:00 AM,26/Sep/22 1:06 PM,EnBW,Incident Request (IR),411179,2022-08-30 13:12:00,2022-09-22 11:21:00,22 days 22:09:00.000000000,550.15
556,CI-7363,411080,Closed,aruizrobles,2022-08-30 10:35:00,06/Sep/22 12:00 AM,19/Sep/22 1:20 PM,Numiga,Service Request (SR),411080,2022-08-30 10:35:00,2022-09-16 15:59:00,17 days 05:24:00.000000000,413.4
557,CI-7362,410981,Closed,yutaka,2022-08-30 07:05:00,02/Sep/22 12:00 AM,31/Aug/22 11:06 AM,Spiegel,Service Request (SR),410981,2022-08-30 07:05:00,2022-08-31 02:16:00,0 days 19:11:00.000000000,19.18
558,CI-7361,410979,Communicate,yutaka,2022-08-30 06:51:00,02/Sep/22 12:00 AM,,Amadeus,Incident Request (IR),410979,2022-08-30 06:51:00,2022-12-20 13:10:00,112 days 06:19:00.000000000,2694.32
559,CI-7360,410939,Closed,hilbich,2022-08-29 16:09:00,12/Sep/22 12:00 AM,07/Nov/22 10:44 AM,Rewe Group,Incident Request (IR),410939,2022-08-29 16:09:00,2022-11-03 09:00:00,65 days 16:51:00.000000000,1576.85
560,CI-7359,410932,Closed,hilbich,2022-08-29 15:57:00,05/Sep/22 12:00 AM,27/Sep/22 8:19 AM,Endress Hauser,Incident Request (IR),410932,2022-08-29 15:57:00,2022-09-15 10:41:00,16 days 18:44:00.000000000,402.73
561,CI-7358,410928,Closed,hilbich,2022-08-29 15:30:00,05/Sep/22 12:00 AM,30/Aug/22 4:20 PM,Vaillant,Incident Request (IR),410928,2022-08-29 15:30:00,2022-08-30 16:20:00,1 days 00:50:00.000000000,24.83
562,CI-7357,410925,Closed,hilbich,2022-08-29 15:24:00,05/Sep/22 12:00 AM,30/Aug/22 2:23 PM,Allianz,Incident Request (IR),410925,2022-08-29 15:24:00,2022-08-30 14:23:00,0 days 22:59:00.000000000,22.98
563,CI-7356,410919,Closed,nsanchez,2022-08-29 14:43:00,08/Sep/22 12:00 AM,12/Sep/22 3:13 PM,Allianz,Service Request (SR),410919,2022-08-29 14:43:00,,,
564,CI-7355,410899,Closed,mueller,2022-08-29 13:32:00,30/Aug/22 12:00 AM,11/Oct/22 7:13 AM,Deichmann,Project,410899,2022-08-29 13:32:00,2022-09-27 13:13:00,28 days 23:41:00.000000000,695.68
565,CI-7354,410852,Closed,aruizrobles,2022-08-29 11:51:00,16/Sep/22 12:00 AM,19/Sep/22 1:19 PM,Customer not yet listed,Service Request (SR),410852,2022-08-29 11:51:00,2022-09-19 12:06:00,21 days 00:15:00.000000000,504.25
566,CI-7350,410548,Closed,aruizrobles,2022-08-26 11:09:00,02/Sep/22 12:00 AM,01/Sep/22 6:22 PM,Numiga,Service Request (SR),410548,2022-08-26 11:09:00,2022-08-31 09:11:00,4 days 22:02:00.000000000,118.03
567,CI-7349,410536,Communicate,aselmann,2022-08-26 10:49:00,29/Aug/22 12:00 AM,,Expense Development,Service Request (SR),410536,2022-08-26 10:49:00,2022-10-26 11:47:00,61 days 00:58:00.000000000,1464.97
568,CI-7348,410519,Closed,mkuchciak,2022-08-26 09:41:00,14/Oct/22 12:00 AM,25/Oct/22 10:12 AM,Customer not yet listed,Service Request (SR),410519,2022-08-26 09:41:00,,,
569,CI-7347,410517,Communicate,mkuchciak,2022-08-26 09:40:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410517,2022-08-26 09:40:00,2022-10-25 10:11:00,60 days 00:31:00.000000000,1440.52
570,CI-7346,410515,Closed,mkuchciak,2022-08-26 09:39:00,14/Oct/22 12:00 AM,25/Oct/22 10:13 AM,Customer not yet listed,Service Request (SR),410515,2022-08-26 09:39:00,,,
571,CI-7345,410513,Communicate,mkuchciak,2022-08-26 09:38:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410513,2022-08-26 09:38:00,2022-09-22 12:36:00,27 days 02:58:00.000000000,650.97
572,CI-7344,410511,Closed,mkuchciak,2022-08-26 09:38:00,14/Oct/22 12:00 AM,25/Oct/22 10:13 AM,Customer not yet listed,Service Request (SR),410511,2022-08-26 09:38:00,,,
573,CI-7343,410509,Communicate,mkuchciak,2022-08-26 09:36:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410509,2022-08-26 09:36:00,2022-10-25 10:10:00,60 days 00:34:00.000000000,1440.57
574,CI-7342,410507,Communicate,mkuchciak,2022-08-26 09:35:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410507,2022-08-26 09:35:00,2022-09-21 12:24:00,26 days 02:49:00.000000000,626.82
575,CI-7341,410503,Communicate,mkuchciak,2022-08-26 09:32:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410503,2022-08-26 09:32:00,2022-09-16 17:04:00,21 days 07:32:00.000000000,511.53
576,CI-7340,410500,Communicate,mkuchciak,2022-08-26 09:32:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410500,2022-08-26 09:32:00,2022-09-16 10:44:00,21 days 01:12:00.000000000,505.2
577,CI-7339,410498,Communicate,mkuchciak,2022-08-26 09:31:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410498,2022-08-26 09:31:00,2022-09-16 16:07:00,21 days 06:36:00.000000000,510.6
578,CI-7338,410496,Communicate,mkuchciak,2022-08-26 09:30:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410496,2022-08-26 09:30:00,2022-09-13 17:07:00,18 days 07:37:00.000000000,439.62
579,CI-7337,410494,Communicate,mkuchciak,2022-08-26 09:29:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410494,2022-08-26 09:29:00,2022-09-13 09:25:00,17 days 23:56:00.000000000,431.93
580,CI-7336,410490,Communicate,mkuchciak,2022-08-26 09:24:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410490,2022-08-26 09:24:00,2022-09-12 15:23:00,17 days 05:59:00.000000000,413.98
581,CI-7335,410488,Communicate,mkuchciak,2022-08-26 09:22:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410488,2022-08-26 09:22:00,2022-09-09 16:04:00,14 days 06:42:00.000000000,342.7
582,CI-7334,410486,Communicate,mkuchciak,2022-08-26 09:19:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410486,2022-08-26 09:19:00,2022-09-09 14:23:00,14 days 05:04:00.000000000,341.07
583,CI-7332,410392,Closed,aruizrobles,2022-08-25 13:12:00,01/Sep/22 12:00 AM,13/Sep/22 1:10 PM,TM Con,Service Request (SR),410392,2022-08-25 13:12:00,2022-09-05 13:30:00,11 days 00:18:00.000000000,264.3
584,CI-7331,410390,Closed,aruizrobles,2022-08-25 13:07:00,01/Sep/22 12:00 AM,23/Sep/22 9:19 AM,TM Con,Service Request (SR),410390,2022-08-25 13:07:00,2022-09-23 09:03:00,28 days 19:56:00.000000000,691.93
585,CI-7330,410378,Closed,nsanchez,2022-08-25 12:52:00,25/Aug/22 12:00 AM,26/Aug/22 3:09 PM,Allianz,Incident Request (IR),410378,2022-08-25 12:52:00,2022-08-26 15:02:00,1 days 02:10:00.000000000,26.17
586,CI-7329,410227,Closed,aruizrobles,2022-08-25 10:14:00,01/Sep/22 12:00 AM,29/Aug/22 12:53 PM,HRS,Service Request (SR),410227,2022-08-25 10:14:00,2022-08-29 12:22:00,4 days 02:08:00.000000000,98.13
587,CI-7328,410178,Closed,shimizu,2022-08-25 05:25:00,10/Sep/22 12:00 AM,13/Oct/22 9:54 AM,Product Management,Service Request (SR),410178,2022-08-25 05:25:00,2022-09-13 12:13:00,19 days 06:48:00.000000000,462.8
588,CI-7327,410172,Closed,yutaka,2022-08-25 02:29:00,31/Aug/22 12:00 AM,12/Sep/22 5:38 AM,Endress Hauser,Service Request (SR),410172,2022-08-25 02:29:00,2022-09-07 15:17:00,13 days 12:48:00.000000000,324.8
589,CI-7326,410080,Communicate,mkuchciak,2022-08-24 14:25:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410080,2022-08-24 14:25:00,2022-10-26 07:45:00,62 days 17:20:00.000000000,1505.33
590,CI-7325,410078,Closed,mkuchciak,2022-08-24 14:24:00,14/Oct/22 12:00 AM,25/Oct/22 11:26 AM,Customer not yet listed,Service Request (SR),410078,2022-08-24 14:24:00,2022-10-25 10:11:00,61 days 19:47:00.000000000,1483.78
591,CI-7324,410076,Communicate,mkuchciak,2022-08-24 14:22:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410076,2022-08-24 14:22:00,2022-10-06 09:13:00,42 days 18:51:00.000000000,1026.85
592,CI-7323,410073,Communicate,mkuchciak,2022-08-24 14:21:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410073,2022-08-24 14:21:00,2022-09-23 09:27:00,29 days 19:06:00.000000000,715.1
593,CI-7322,410071,Communicate,mkuchciak,2022-08-24 14:20:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410071,2022-08-24 14:20:00,2022-10-26 07:45:00,62 days 17:25:00.000000000,1505.42
594,CI-7321,410069,Communicate,mkuchciak,2022-08-24 14:19:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410069,2022-08-24 14:19:00,2022-09-22 15:58:00,29 days 01:39:00.000000000,697.65
595,CI-7320,410067,Communicate,mkuchciak,2022-08-24 14:17:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410067,2022-08-24 14:17:00,2022-09-22 07:52:00,28 days 17:35:00.000000000,689.58
596,CI-7319,410063,Communicate,mkuchciak,2022-08-24 14:16:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410063,2022-08-24 14:16:00,2022-09-20 10:05:00,26 days 19:49:00.000000000,643.82
597,CI-7318,410061,Communicate,mkuchciak,2022-08-24 14:13:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410061,2022-08-24 14:13:00,2022-09-19 13:46:00,25 days 23:33:00.000000000,623.55
598,CI-7317,410059,Communicate,mkuchciak,2022-08-24 14:12:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410059,2022-08-24 14:12:00,2022-09-19 11:49:00,25 days 21:37:00.000000000,621.62
599,CI-7316,410057,Communicate,mkuchciak,2022-08-24 14:11:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410057,2022-08-24 14:11:00,2022-09-13 12:17:00,19 days 22:06:00.000000000,478.1
600,CI-7315,410054,Communicate,mkuchciak,2022-08-24 14:08:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410054,2022-08-24 14:08:00,2022-09-13 12:20:00,19 days 22:12:00.000000000,478.2
601,CI-7314,410052,Communicate,mkuchciak,2022-08-24 14:05:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410052,2022-08-24 14:05:00,2022-09-12 17:02:00,19 days 02:57:00.000000000,458.95
602,CI-7313,410050,Communicate,mkuchciak,2022-08-24 13:57:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410050,2022-08-24 13:57:00,2022-09-09 15:32:00,16 days 01:35:00.000000000,385.58
603,CI-7312,410041,Communicate,mkuchciak,2022-08-24 13:55:00,14/Oct/22 12:00 AM,,Customer not yet listed,Service Request (SR),410041,2022-08-24 13:55:00,2022-09-09 14:32:00,16 days 00:37:00.000000000,384.62
604,CI-7310,410025,Configure,salajan,2022-08-24 12:54:00,21/Oct/22 12:00 AM,,i:FAO,Service Request (SR),410025,2022-08-24 12:54:00,,,
605,CI-7309,410021,Closed,ssanz,2022-08-24 12:37:00,31/Aug/22 12:00 AM,06/Oct/22 9:58 AM,Allianz,Incident Request (IR),410021,2022-08-24 12:37:00,2022-10-06 08:30:00,42 days 19:53:00.000000000,1027.88
606,CI-7308,409992,Closed,nsanchez,2022-08-24 10:55:00,06/Sep/22 12:00 AM,02/Sep/22 8:55 AM,Rheinmetall,Service Request (SR),409992,2022-08-24 10:55:00,,,
607,CI-7307,409973,Closed,ssanz,2022-08-24 09:37:00,31/Aug/22 12:00 AM,20/Sep/22 4:03 PM,Allianz,Service Request (SR),409973,2022-08-24 09:37:00,2022-09-20 16:03:00,27 days 06:26:00.000000000,654.43
608,CI-7306,409890,Closed,ssanz,2022-08-23 15:29:00,30/Aug/22 12:00 AM,22/Dec/22 2:49 PM,Porsche,Service Request (SR),409890,2022-08-23 15:29:00,2022-12-13 14:37:00,111 days 23:08:00.000000000,2687.13
609,CI-7305,409865,Closed,ccasper,2022-08-23 14:42:00,26/Aug/22 12:00 AM,24/Aug/22 12:25 PM,dm-drogerie markt,Project,409865,2022-08-23 14:42:00,2022-08-24 09:35:00,0 days 18:53:00.000000000,18.88
610,CI-7304,409831,Closed,aruizrobles,2022-08-23 13:21:00,30/Aug/22 12:00 AM,25/Aug/22 1:24 PM,Numiga,Service Request (SR),409831,2022-08-23 13:21:00,2022-08-25 13:04:00,1 days 23:43:00.000000000,47.72
611,CI-7303,409819,Closed,mkuchciak,2022-08-23 12:54:00,24/Aug/22 12:00 AM,23/Aug/22 2:52 PM,Wacker,Project,409819,2022-08-23 12:54:00,2022-08-23 14:52:00,0 days 01:58:00.000000000,1.97
612,CI-7302,409785,Closed,ssanz,2022-08-23 10:54:00,30/Aug/22 12:00 AM,08/Sep/22 2:24 PM,Allianz,Incident Request (IR),409785,2022-08-23 10:54:00,2022-09-02 11:49:00,10 days 00:55:00.000000000,240.92
613,CI-7301,409742,Closed,yutaka,2022-08-23 03:18:00,05/Oct/22 12:00 AM,12/Oct/22 11:54 AM,Hugo Boss,Service Request (SR),409742,2022-08-23 03:18:00,2022-10-06 14:09:00,44 days 10:51:00.000000000,1066.85
614,CI-7300,409671,Closed,ssanz,2022-08-22 13:37:00,29/Aug/22 12:00 AM,29/Sep/22 4:04 PM,MAN,Service Request (SR),409671,2022-08-22 13:37:00,2022-09-28 17:09:00,37 days 03:32:00.000000000,891.53
615,CI-7299,409667,Closed,fkazmierczak,2022-08-22 13:11:00,22/Sep/22 12:00 AM,05/Oct/22 11:46 AM,TUI AG,Service Request (SR),409667,2022-08-22 13:11:00,2022-10-05 11:46:00,43 days 22:35:00.000000000,1054.58
616,CI-7298,409637,Review,ccasper,2022-08-22 11:53:00,09/Sep/22 12:00 AM,,Porsche,Project,409637,2022-08-22 11:53:00,,,
617,CI-7297,409607,Closed,pmanolov,2022-08-22 10:26:00,31/Aug/22 12:00 AM,29/Aug/22 10:57 AM,,,409607,2022-08-22 10:26:00,2022-08-29 10:56:00,7 days 00:30:00.000000000,168.5
618,CI-7296,409604,Closed,ccasper,2022-08-22 10:24:00,31/Aug/22 12:00 AM,28/Sep/22 1:07 PM,dm-drogerie markt,Project,409604,2022-08-22 10:24:00,2022-09-28 09:40:00,36 days 23:16:00.000000000,887.27
619,CI-7295,409577,Closed,ccasper,2022-08-22 09:14:00,22/Aug/22 12:00 AM,24/Aug/22 9:16 AM,Porsche,Project,409577,2022-08-22 09:14:00,2022-08-24 09:10:00,1 days 23:56:00.000000000,47.93
620,CI-7294,409499,Closed,mueller,2022-08-20 09:47:00,22/Aug/22 12:00 AM,22/Aug/22 10:16 AM,Wacker,Project,409499,2022-08-20 09:47:00,2022-08-22 10:10:00,2 days 00:23:00.000000000,48.38
621,CI-7293,409487,Closed,mkuchciak,2022-08-19 16:51:00,14/Oct/22 12:00 AM,25/Oct/22 10:19 AM,Customer not yet listed,Service Request (SR),409487,2022-08-19 16:51:00,2022-10-25 10:19:00,66 days 17:28:00.000000000,1601.47
622,CI-7292,409485,Closed,mkuchciak,2022-08-19 16:44:00,14/Oct/22 12:00 AM,25/Oct/22 10:21 AM,Customer not yet listed,Service Request (SR),409485,2022-08-19 16:44:00,,,
623,CI-7291,409483,Closed,mkuchciak,2022-08-19 16:39:00,14/Oct/22 12:00 AM,25/Oct/22 10:21 AM,Customer not yet listed,Service Request (SR),409483,2022-08-19 16:39:00,,,
624,CI-7290,409481,Closed,mkuchciak,2022-08-19 16:35:00,14/Oct/22 12:00 AM,25/Oct/22 10:16 AM,Customer not yet listed,Service Request (SR),409481,2022-08-19 16:35:00,2022-10-25 10:16:00,66 days 17:41:00.000000000,1601.68
625,CI-7289,409476,Closed,mkuchciak,2022-08-19 16:19:00,14/Oct/22 12:00 AM,25/Oct/22 10:20 AM,Customer not yet listed,Service Request (SR),409476,2022-08-19 16:19:00,,,
626,CI-7288,409470,Closed,mkuchciak,2022-08-19 16:06:00,14/Oct/22 12:00 AM,25/Oct/22 10:20 AM,Customer not yet listed,Service Request (SR),409470,2022-08-19 16:06:00,,,
